id,category,keywords,name,similar_games,involved_companies,platforms,release_dates,genres,themes
113568,3,"[50, 2913]",OlliOlli: Switch Stance,"[15851, 43367, 59858, 87728, 112078, 113175, 116353, 118871, 120268, 121036]","[72773, 72774]",[130],[163210],"[14, 33]",[1]
109137,0,,Puchiguru Lovelive,,,,,,
121824,3,,The Need for Speed Collection,"[27378, 43016, 80382, 90688, 103018, 104983, 107196, 109292, 116376, 120268]","[83137, 83138]",[6],[174564],[10],
101869,0,,Cat Quest II,"[80916, 81249, 81680, 94772, 96217, 103303, 105269, 106987, 113360, 115653]","[84850, 84851, 84852]","[6, 39, 48, 49, 130]","[176608, 176609, 177714, 177864, 177865]","[12, 31, 32]","[1, 17, 38]"
58670,0,"[78, 1011, 2601, 4139, 23849]",Paizei Mahjong Ryouga,"[28472, 37752, 37937, 37989, 37990, 58679, 68045, 77498, 77768, 79201]",[155644],"[19, 306]","[117458, 323348]",[35],
153088,1,,Trainz Railroad Simulator 2019: Cilie Oldphartz Railroad,"[28277, 65827, 87485, 100794, 100806, 101573, 105264, 106008, 112754, 114766]",,"[6, 14]","[292310, 292311]",[13],
117228,0,,Azure Wing: Rising Gale,"[28277, 37419, 55282, 75240, 75948, 87514, 87975, 96217, 106992, 111130]",,,,"[31, 32]",
108538,0,,Robot Tactics: Real Time Super Robot Wars,,,,,,
137063,0,,Kung-Fu Street,,,,,,
181090,0,,Nott Longa,"[28277, 37419, 55282, 75240, 75948, 87514, 87975, 96217, 106992, 111130]",,"[3, 6]","[324737, 324738]","[31, 32]",
116321,0,,Boiling Steel,"[25311, 26950, 28277, 37419, 78632, 81680, 87622, 103301, 105049, 111130]",,,,"[13, 31]",[1]
23277,0,"[101, 117, 570, 588, 1163, 1511, 2385, 2592, 2716, 2717, 2718, 2719]",CatTroid: Among Humans,"[15851, 19150, 27419, 28751, 36198, 38967, 51485, 55190, 120268]",[39030],[39],[55848],[33],[1]
134737,0,"[126, 166, 382, 524, 577, 1705, 2491]",Sonar Smash,"[19002, 32902, 43367, 55042, 76263, 102868, 105049, 105269, 113895, 120268]",[103969],"[6, 14, 34, 39]","[204176, 204177, 204178, 204179]","[5, 32, 33]",[1]
116316,0,,迷宫战争(Maze Wars),"[25311, 26145, 102420, 103232, 105049, 109339, 111253, 112416, 113402, 119171]",,[6],[284773],"[12, 15, 31]",
90840,0,,Change Color To Reach Points,,,,,,
110451,0,,Chibisu's Costume Combat,"[32902, 37419, 40524, 76263, 96217, 105233, 111130, 113895, 119121, 119493]",,,,[32],[1]
151620,0,,Draco Space X,"[32902, 37419, 40524, 76263, 96217, 105233, 111130, 113895, 119121, 119493]",,[6],[251447],[32],[1]
70568,0,,Kateikyoushi Hitman Reborn! DS - Mafia Daishuugou Vongole Festival,,[85799],,,,
79811,0,,X2,"[35995, 100800, 103301, 103302, 107155, 112589, 113895, 115276, 120268]","[72233, 98313]",[7],[162287],,[1]
9588,0,"[16, 77, 544, 604, 970, 1158, 1162, 1471, 1494, 3292, 4004, 4099, 4144, 4150, 4171, 4391, 4397, 4465, 4541, 4609, 4767, 4840, 5262, 5309, 5440, 5945, 6019, 6738, 6780, 7505, 8928, 9935]",Revenge of the Titans,"[7350, 8773, 9278, 9789, 11646, 11666, 17111, 17130, 25311, 78550]",[23110],"[3, 6, 14]","[28737, 28738, 28739]","[11, 15, 32]","[1, 18]"
103156,0,,Emoji Match-3 Game,,,,,,
42046,0,[26],Formation Soccer: Human Cup '90,"[18681, 100359, 106814, 109606, 114287, 116349, 116350, 116352, 116353]",,[86],"[90726, 116246]",[14],
10366,0,"[101, 1027, 1158, 2875, 4004, 4135, 4150, 4151, 4440, 5262, 9251]",Glowfish,"[18011, 20342, 24426, 25222, 26223, 55173, 55190, 56033, 77529, 106992]",[37037],"[6, 14]","[52928, 52929]","[9, 31, 32]",
73550,0,,Abandoned Well,"[35995, 100800, 103301, 103302, 107155, 112589, 113895, 115276, 120268]","[71122, 71123]",[6],[160472],,[1]
52010,0,,Raze: Dungeon Arena,,,,,,
91517,0,,Kamipani!,,,,,,
38204,0,"[1705, 2493]",Anthology,"[24417, 75240, 81275, 105049, 106992, 108778, 111130, 112416, 120201]",,[6],[131881],"[2, 31]",
92955,0,,Speed,,,,,,
90876,0,,Blocks0110,,,,,,
96671,0,,Atomic Bomber,,,,,,
68263,0,[4157],Alarm for Cobra 11: Hot Pursuit,"[27378, 27553, 44178, 55192, 59341, 80382, 105011, 118871, 120268]","[111602, 111603]","[6, 8]","[216037, 216038]",[10],[1]
24993,0,[172],Nature's Zombie Apocalypse,"[37419, 89550, 90011, 96217, 106987, 107262, 111130, 112138, 112589, 113895]",[40786],"[6, 14]","[59089, 59090]","[4, 25, 32]",[1]
31835,0,,Temple of the Apsara,"[27266, 28277, 37419, 55282, 75948, 87514, 87975, 96217, 106992, 111130]",,[6],[75228],"[31, 32]",
1838,1,"[296, 453, 1120, 1158, 4239, 4681, 5657]",Painkiller: Redemption,"[520, 18225, 19164, 19817, 25646, 28751, 56033, 103298, 105049, 111130]","[14235, 14236, 14237]","[3, 6]","[14525, 190005]",[5],"[1, 19]"
91958,0,,The Othello,,,,,,
54267,0,,Once upon a Farm,,,,,,
95739,0,,Papa's Freezeria To Go!,,,,,,
98716,0,,Airbo,"[32902, 37419, 40524, 43367, 105233, 111130, 113895, 119121, 119493]",,,,[32],[1]
103159,0,,Frog on a Log?,,,,,,
123572,0,,NAVALNY: A Nightmare of Corrupt,"[32902, 37419, 40524, 76263, 96217, 105233, 111130, 113895, 119121, 119493]",,,,[32],[1]
123305,0,,Dragon Zakura DS,,[85522],,,,
88999,0,,Community Helpers Play & Learn,,,,,,
153564,0,,Musiic Party: Rock the House,"[63933, 86847, 91884, 91953, 92223, 93335, 98692, 119256, 138761, 148118]","[140093, 140094]",[5],[293552],[7],[40]
122913,0,,SABRE VR,,[141283],[165],"[297413, 297414, 297415]",[5],
86151,0,"[478, 23183, 23184, 23185, 23186, 23187, 23188]",Hotel Transylvania 3: Monsters Overboard,"[25311, 55199, 80916, 81249, 81680, 96217, 105049, 105269, 106987, 120268]","[66074, 128345]","[6, 48, 49, 130]","[154928, 154929, 154931, 249161]","[12, 31, 33]","[1, 27, 35]"
112979,0,,Girls Puzzle,,,,,,
88221,0,,Death Squared (RORORORO),,,,,,
110983,0,"[126, 1429, 1705, 3138, 19892, 23127]",Descent,,[109611],"[3, 6, 14]","[212784, 212785, 212786]",[33],[1]
58697,0,"[2396, 4260]",Chlorophyll,"[58867, 59720, 79064, 80069, 80070, 80480, 80508, 80514, 81535]",,,,,
75697,0,,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,,"[57700, 57701, 57702]",[38],[127925],,
122908,0,,BFGE (Bartender Flair Game),,,,,,
122909,0,,Tank Trouble,,,,,,
90526,0,,Galaxy Fighters,,,,,,
122910,0,,Plastic Love,,,,,,
122921,0,,Gate Six: Cyber Persona,,,,,,
61232,0,,Watercolors,,,,,,
25970,3,"[471, 541, 2391, 2777, 24117, 24276, 24277, 24278, 24319, 25920, 25969, 25975, 25976, 25977, 25994, 25995, 25996, 25997]",Batman: Arkham Knight - Season Pass,"[19564, 19565, 37419, 55984, 76882, 96217, 105049, 106987, 111130, 115283]","[89603, 107163, 107164]","[6, 48, 49]","[209013, 209014, 209015]","[25, 31]","[1, 23, 31]"
98916,0,"[4142, 4380]",Pumuckls Abenteuer im Geisterschloss,"[236, 28070, 65503, 96217, 106987, 106992, 109129, 115653, 116681]","[112910, 112911]",[22],[217839],"[9, 31]",[17]
122917,0,,The Explors: Pyramid Explorers,,,,,,
50162,0,,Race07,"[41583, 109292, 109606, 113105, 116352, 116353, 118871, 120126, 120268]",,,,"[10, 14]",
94697,0,,Lula Virtual Babe,,,[6],[218199],[13],[42]
103135,0,,HIARCS Chess for iPad,,,,,,
39078,0,,Justin,,,[25],[87284],,
45070,0,"[350, 1370, 1563, 2049, 4142, 4382]",The Land Before Time: Return to the Great Valley,"[7792, 19150, 20342, 24426, 55190, 63138, 63641, 77529, 89597]",,[7],[99375],[8],[27]
94584,0,,Pogo Sticker,,,,,,
122924,0,,Feeding Kimunakji 2,,,,,,
87358,0,,Fun Run 3: Arena Running Game,"[96476, 105011, 113105, 113149, 116353, 118871, 120126, 120268, 121036]",[73686],[39],[147691],"[10, 14]",[1]
148970,0,,Allura: The Three Realms,,,,,,
32864,0,,Spellforge,"[49414, 51213, 56036, 75813, 80916, 96217, 98469, 106987, 113402, 116992]",,[6],[76415],"[12, 32]",
30760,0,"[296, 900, 4261, 4985]",Mr. Shadow,"[17350, 28309, 29348, 30245, 35450, 47823, 59427, 80916, 96217, 106987]",,[6],[73945],"[12, 31, 32]",
181093,0,,Rayland,"[65827, 75948, 94741, 106992, 111043, 113895, 115850, 119788, 120028, 121309]",,[6],[324741],[32],
129251,0,,Isle of the Conjured,"[25311, 37419, 78632, 80916, 81680, 96217, 105049, 105269, 106987, 111130]",,[6],[202331],"[12, 31, 32]",[1]
150167,0,,Cynoroid Gaiden,"[32902, 37419, 40524, 76263, 96217, 105233, 111130, 113895, 119121, 119493]",,,,[32],[1]
114962,0,,Column Taker,,,,,,
53989,0,,Dr. Watson - Treasure Island,,,,,,
102456,0,,Dungeon Maker,,,,,,
122922,0,,Desert Domination,,,,,,
96040,0,,Deep Voyage,,,,,,
67169,0,[934],Beam-Lite,"[80311, 80554, 80660, 80663, 80690, 80741, 80819, 80843, 81559]",,,,[30],
54071,0,,Gunspell,,,,,,
55788,0,,Death Rings of Jupiter,"[25311, 25636, 80916, 81680, 96217, 105049, 105269, 106987, 111130, 113895]",,[6],[111519],"[12, 32]",[1]
84751,0,,Anne's Doll Studio: Lolita Collection,,,[159],"[145460, 145461]",,
122937,0,,Fireboy and Watergirl: The Light Temple,"[10603, 19222, 41349, 86974, 87507, 88511, 89132, 90788, 95776, 109184]",[103967],[34],[204172],[9],
57297,0,"[126, 538, 1705, 4990]",Fairune 2,"[28070, 36198, 47823, 80916, 81249, 94772, 96217, 103303, 106987, 113360]","[64119, 64120, 64121, 64122]",[37],"[139283, 139284, 151206]","[9, 12, 31, 32]","[1, 17]"
117955,0,,Lingo,,[78472],[6],[241276],,
122933,0,,Infestation: Revival,,,,,,
130922,0,,Haustoria,"[20342, 25646, 28070, 37419, 55190, 89597, 96217, 106992, 110503, 111130]",,"[6, 130]","[202259, 312517]","[8, 9, 31, 32]",[1]
103100,0,,Lost Space: Ascend,,,,,,
20302,0,"[26, 1166, 4142, 4161, 4359, 4521, 4711, 5347, 6520, 9529, 12710, 13121]",Adidas Power Soccer,"[4642, 4643, 5833, 15851, 43743, 43935, 65118, 72812, 114287]",,[7],[99246],[14],[1]
93958,0,,A-B-C Bowler,,,,,,
122936,0,,Fireboy and Watergirl: The Crystal Temple,,,,,,
122932,0,,Dashing Dodgems,,,,,"[10, 32]",[1]
1866,0,"[453, 563, 970, 4907, 4918, 5323, 6137, 6281, 7026, 8157, 10042]",Killzone 2,"[28751, 37016, 55038, 68286, 68287, 103329, 105269, 106805, 113114, 119177]","[20049, 20050]",[9],"[23547, 23550, 103824, 103825]",[5],"[1, 18, 39]"
133105,0,,apokalipso,,,,,,
123277,0,,Parameters,,,,,,
80934,0,,Drunkenpants,"[32902, 37419, 40524, 76263, 96217, 105233, 111130, 113895, 119121, 119493]",[73837],[6],[283233],[32],[1]
34208,0,,T-Kara Puzzles,"[65827, 75948, 94741, 106992, 111043, 113895, 115850, 119788, 120028, 121309]",,[6],[78873],[32],
136484,0,"[101, 237, 238, 288, 588, 726, 891, 905, 969, 1387, 1508, 1780, 2388, 2447, 2491, 2904, 5267, 17872]",Dashing Pixels,"[6166, 14760, 41064, 51485, 71628, 76638, 86316, 119156, 120268]",[105190],,,[33],[35]
3727,0,"[16, 137, 394, 2528, 2875, 3486, 4134, 4467, 4522, 4886, 4891, 4958, 5354, 6661, 6801, 7151, 8194, 8207, 8245, 8681, 8683, 9190, 9476, 10078, 26906]",Kirby's Avalanche,"[8197, 20329, 20342, 22387, 24426, 28311, 51945, 55173, 55190, 56033]","[149430, 149431, 149432]","[5, 19]","[8394, 140537, 140538]","[9, 15]",[1]
138293,0,,Star Wars: Jeopardy,,,,,,
93278,0,,TLL: Tornado Low Level,,,,,,
138299,0,,Xplosiv Collection Volume 3 - Simulation,,,,,,
91514,0,,Fortune Arterial,,,,,,
122938,0,,Fireboy and Watergirl: The Ice Temple,,,,,,
96061,0,,Dragon Island Blue,,,,,,
138294,0,,3D Ultra Minigolf Adventures: Lost Island,,,,,,
134714,0,"[220, 1754, 5411, 24965]",you used to be someone,"[18623, 28277, 31515, 37419, 51577, 55888, 65827, 76263, 79134, 87975]",[104272],"[3, 6, 14]","[204718, 204719, 204720]","[13, 32]",
110454,0,,Ravensgard Arena,"[25311, 26145, 79134, 96217, 102420, 106987, 109339, 111253, 113402, 116992]","[90446, 90447, 90448]",[6],[197816],"[12, 15, 31, 32]",
101315,0,,女主播经纪公司,"[36258, 79134, 87485, 101573, 105264, 106008, 112754, 114766, 115392]",,,,[13],
132304,0,,MagiKart: Retro Kart Racing,"[109292, 113895, 115785, 119207, 120268, 161415, 163869, 163973, 164108, 164158]",,,,"[10, 32]",
181091,0,,Three Color Ball,"[32902, 37419, 40524, 76263, 96217, 105233, 111130, 113895, 119121, 119493]",,[6],[324739],[32],[1]
122939,0,,Llhore,,,,,,
102124,0,[2049],Mr. Bree - Returning Home,"[19150, 20342, 28070, 37419, 55190, 89597, 96217, 111130, 116681]",[65010],[82],[152902],"[8, 31, 32]",[1]
91490,0,,Dogies,,,,,,
138298,0,,Xplosiv Collection Volume 2 - Racing,,,,,,
90919,0,,Strain,,,,,,
92672,0,,UAV Wars,,,,,,
91717,0,,World Club Champion Football Serie A 2002-2003,,,,,,
71945,0,,Overturn: Mecha Wars,,,,,,
84255,0,,Ground Attack,,,,,,
63941,0,"[14, 2387]",Ultraman - Ultraman Chinō UP Dai Sakusen,"[26950, 63940, 63948, 63949, 63952, 63959, 65410, 65592, 78755]",,,,,
138302,0,,Ballerburg: Castle Siege,,,,,,
27958,11,"[78, 170, 521, 939, 2399, 2586, 3558]",Radiant Historia: Perfect Chronology,"[25921, 55038, 55199, 81249, 96217, 103303, 106987, 115280, 115653, 116559]",[45523],[37],"[67361, 146455, 146456]","[12, 31]",[17]
150169,0,[27825],Acatalepsy,"[65827, 81275, 106992, 111130, 113895, 150158, 150159, 150160, 150165, 150166]",[136913],[6],[247391],[32],
135597,0,"[286, 871, 2049, 7389, 18163]",Escape Area 51,"[19150, 20342, 24426, 25311, 55173, 55190, 56033, 77529, 89597]",[103351],"[34, 39]","[203090, 203091]","[8, 32, 33]","[18, 35]"
90987,0,,Jungle Animals,,,,,,
3076,0,"[4, 25, 56, 117, 453, 594, 906, 992, 1158, 1494, 2173, 3228, 3627, 3910, 4134, 4148, 4155, 4219, 4330, 4871, 4886, 5305, 5327, 5417, 5555, 7303, 7304, 9307]",Guns of Icarus Online,"[7350, 9278, 11646, 18182, 18869, 19150, 22387, 23733, 36198, 55190]",[7801],"[3, 6, 14]","[6777, 6780, 6781, 255257, 255258, 255259]","[5, 13, 24, 31, 32]","[1, 17, 22]"
129827,0,[1105],Touch,"[25636, 35737, 49414, 51213, 56036, 99118, 111287, 112191, 112416]",[92841],[6],[188650],[12],[19]
133112,0,,Crimson Colosseum,"[17350, 49414, 51213, 56036, 75813, 80916, 96217, 98469, 106987, 113402]",,[6],[306914],"[12, 32]",
42065,0,"[970, 2049]",Madou Ou Granzort,"[55038, 55190, 57187, 58114, 63138, 68286, 89550, 89597, 115276]",[91476],[128],[186907],[8],"[1, 18]"
133125,0,,RoboArena,"[32902, 37419, 40524, 76263, 96217, 105233, 111130, 113895, 119121, 119493]",,[6],[283278],[32],[1]
145136,0,"[220, 350, 1387, 1430, 1511, 1754, 2814, 4195, 23748, 25527, 27839]",I'm A Pencil,"[60, 3212, 19083, 19164, 28113, 34218, 63641, 86316, 109581, 119156]",[122614],[6],[235657],[34],"[27, 34, 35]"
181085,0,,Finding You Before Spring Coming,"[29783, 37419, 68271, 80916, 96217, 103295, 106987, 111130, 113360, 113895]",,[6],[324733],"[31, 32]",[1]
102173,0,,Barry Has a Secret,"[27266, 28277, 37419, 55282, 55888, 65827, 79134, 87975, 89562, 111130]",,,,"[13, 32]","[19, 27]"
157077,0,"[1961, 3586]",Bankrupt Heroines,"[22426, 27301, 28465, 36977, 41895, 43097, 43130, 51991, 75797, 75900]",,,,"[31, 32]","[1, 42]"
97582,0,,Cohabitation: Oshikake Nyoubou wa Onee-san!?,,,,,,
100899,0,,Akemi - ChatBot,"[36258, 79134, 87485, 101573, 105264, 106008, 112754, 114766, 115392]",,,,[13],
92084,0,,Rotorize,,,,,,
138303,0,,Microsoft Adventure,,,,,,
81397,0,,Spiele Box für XP und Vista,,,,,,
138297,0,,Heldenzeit,,,,,,
109146,0,,Dark Web,,,,,,
97715,0,,Are You With Us?,,,,,,
36962,0,,Starship Theory,"[18623, 31515, 33603, 51577, 55888, 65827, 79134, 85546, 102163, 107992]",,[6],[131147],"[13, 15, 32]",
91988,0,,Popscene (Backstage Pass),,,,,,
42435,0,"[311, 4142, 4227, 4228, 4264, 4265, 7527]",Date Kimiko no Virtual Tennis,"[4569, 48911, 58387, 61245, 66701, 69361, 80159, 114286, 116353]",,[19],[90327],[14],
32112,0,,Ready for Take off - A320 Simulator,"[28277, 65827, 87485, 100794, 100806, 101573, 105264, 106008, 112754, 114766]",,[6],[75682],[13],
34415,0,,Vicky Saves the Big Dumb World,"[32902, 37419, 40524, 76263, 96217, 105233, 111130, 113895, 119121, 119493]",,[6],[79547],[32],[1]
59132,0,,Dead Hand Drive,"[100800, 103302, 109292, 113835, 113895, 115276, 115785, 118871, 120268, 120487]",,"[6, 14]","[112692, 112693]",[10],[1]
99210,0,,DeerHunterX,"[28277, 33603, 37419, 44087, 51577, 55888, 65827, 76263, 87975, 116582]",,,,"[13, 32]",
173394,0,[762],Cuckoo Curling,"[109606, 114286, 115869, 116343, 116349, 116350, 116351, 116352, 116353, 119891]",[151506],[6],[315357],[14],
46001,0,,Bleach: Heat the Soul 4,"[35995, 100800, 103301, 103302, 107155, 112589, 113895, 115276, 120268]","[58367, 58368]",[38],[128956],,[1]
97737,0,,"Married Teacher, Big-Boob Lesson",,,,,,[42]
50411,0,,Val and Rick,"[12364, 27270, 43367, 103281, 103292, 103298, 103301, 105049, 106805]",,[6],[97579],[5],
114737,0,,Elder Goo,,[73894],,,,
28464,0,"[1587, 3732, 3733, 3734]",Switch To Dash,"[78489, 87150, 87170, 87514, 87728, 90788, 90965, 112078, 120268]",[46556],[34],[69072],[33],
122004,0,,Neighborhood,"[25311, 37419, 78632, 80916, 81680, 96217, 105049, 105269, 106987, 111130]",,[6],[253629],"[12, 31, 32]",[1]
181050,0,,Madrid Noir,"[65827, 75948, 94741, 106992, 111043, 113895, 115850, 119788, 120028, 121309]",,[6],[324694],[32],
112933,0,,Seven Sins - Academic Version,"[19404, 25311, 51577, 65827, 75813, 102420, 109339, 111253, 113402, 116992]",,[6],[286464],"[12, 15, 32]",
132053,0,,Backyard Baseball 2003,"[14733, 109606, 116343, 116349, 116350, 116351, 116352, 116353, 120795]","[95516, 95517]","[6, 14]","[192421, 192422]",[14],
94439,0,,Quattro Cartoon,,,,,,
64291,0,"[3984, 17436, 19136, 20356, 20357]",Open Me!,"[36258, 65827, 79134, 87507, 95225, 95776, 106992, 114905, 119156]",[63586],,,"[9, 15]",
38038,0,,Leashed Soul - Survive & Rebuild Beydo Block World,,,,,,
50355,0,,Buzz Aldrins Race into Space,,,,,,
87452,0,,Classic Minesweeper,,,,,,
4662,0,"[151, 296, 544, 748, 749, 900, 994, 1148, 1495, 3782, 4134, 4821, 5576]",AFL,"[18623, 23345, 29173, 33153, 35371, 36346, 36553, 55036, 55590]","[11189, 11190]",[5],[10581],"[12, 13, 14, 15]",[22]
99537,11,"[563, 1363, 1679, 18229]",Arcade Archives: MX5000,"[19164, 38030, 40559, 43367, 102868, 105049, 106805, 112078, 119177, 120268]","[135541, 143992]","[48, 130]","[245149, 245150, 245151, 245152, 245598, 245599]","[5, 33]","[1, 39]"
155141,1,,OMSI 2: Add-on Düsseldorf M2,"[28277, 65827, 87485, 100794, 100806, 101573, 105264, 106008, 112754, 114766]",,,,[13],
511,0,,Ape Escape 4,"[1070, 1188, 63138, 96452, 100800, 113895, 115276, 118313, 120268]","[1240, 1241]",,,[8],[1]
107667,0,,Design My Room: Fashion,,,,,,
104847,0,"[968, 1387, 26969, 26972]",Ameagari no Hanaby,"[28070, 29032, 37419, 55190, 68582, 80916, 96217, 106987, 111130, 113360]",[116698],"[6, 14]","[224506, 224507]","[8, 31, 32]",[1]
105072,0,[24921],Silent Footsteps,"[236, 13189, 25222, 27725, 81275, 107614, 108778, 116530, 116856, 121450]",[102801],[6],[201552],"[2, 31]",[43]
122943,0,,Chaos Heat,,,[52],[233655],,
71904,0,,Hiiro no Kakera: Ano Sora no Shita de,,,,,,
49200,0,"[296, 1563, 2049, 4142, 4379, 4577, 4746, 4903, 9892]",Dora the Explorer: Super Spies,"[8255, 19150, 19241, 24426, 26226, 37001, 55190, 56033, 89597]",,[24],[95704],[8],
121161,11,,Arcade Archives: ROAD FIGHTER,"[27378, 82090, 90965, 103018, 109292, 111151, 120268, 169205, 171294, 174561]","[141252, 143921]","[48, 130]","[296889, 296890]","[10, 33]",
150165,0,[27825],device,"[65827, 75948, 81275, 106992, 111130, 113895, 150158, 150159, 150160, 150169]","[136907, 136908]",[6],[247388],[32],
30654,0,,Willi's Haunted Hayride,,,[6],[73600],,
84656,11,,3D Sonic The Hedgehog,"[37419, 68582, 78632, 81183, 87622, 103301, 105049, 111130, 115276, 118313]",[126473],[37],"[145209, 145211, 240721]","[8, 31]",[1]
109153,0,,Escapos,,,,,,
102670,0,,Shoot 2048 - reinvention of the classic puzzle,,,,,,
52961,0,,Tide of Iron,,,,,,
39231,0,,Kritika: The White Knights,"[1447, 35737, 49414, 51213, 56036, 99118, 111287, 112082, 112416, 113636]",,,,[12],[1]
3746,0,"[534, 1027, 1416, 1563, 4320, 14178, 15886]",Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,"[3744, 3747, 13189, 18011, 18992, 25222, 27725, 68859, 72290, 81275]","[9674, 9675, 9676]","[6, 14]","[8443, 8444]","[2, 31]","[34, 35]"
122940,0,,Skyborg: Into the Vortex,,,,,,
122942,0,,Kasei Monogatari,,[106847],[7],[208404],,
123014,0,,Urotsukidouji,,,,,,
150525,0,,Dead Covid-19 in space,"[29783, 37419, 68271, 80916, 96217, 103295, 106987, 111130, 113360, 113895]",,,,"[31, 32]",[1]
36069,0,,Bloody Streets,"[32902, 37419, 40524, 76263, 96217, 105233, 111130, 113895, 119121, 119493]",,[6],[82725],[32],[1]
84786,0,,Puzzler World XL,,,[159],[142589],,
131233,0,,Necesse,"[29783, 37419, 68271, 80916, 96217, 103295, 106987, 111130, 113360, 113895]",,[6],[201983],"[31, 32]",[1]
41674,0,,Jackie Chan in Project A,"[25636, 27270, 100800, 103301, 103302, 107155, 112589, 113895, 115276, 120268]",[152788],[27],[92203],[33],[1]
122321,0,[17403],Plantgotchi,"[28277, 33603, 37419, 51577, 55888, 65827, 76263, 87975, 116582]",[84352],[82],[175597],"[13, 32]",
50450,0,,Ran Online,,,,,,
74405,0,,SpinSling,"[8367, 74127, 81275, 102420, 108778, 111130, 113895, 120028, 121309]",[55653],[34],[119618],[32],
67405,0,"[61, 939, 1739, 3171, 4145, 4214, 4369, 4983, 5175, 5825]",Mighty Battle Skin Panic,"[22426, 26163, 28129, 41895, 43130, 67404, 75900, 103232, 119171]",,,,"[16, 31]",[42]
94405,0,,Flash Flood,,,,,,
123015,0,,DTXMania AL,,,,,,
122944,0,,Taiketsu Rumi-Zu!,,,,,,
122946,0,,Who Killed My Sister?,,,,,,
93139,0,,Punching Bags,,,,,,
93042,0,,Ed Chess,,,,,,
43137,0,,Maniac GO,"[32902, 37419, 40524, 43367, 105233, 111130, 113895, 119121, 119493]",,[6],[88487],[32],[1]
17782,0,,Near Impact,"[34024, 56967, 95340, 100800, 107218, 113201, 113895, 118091, 120184, 120268]","[32711, 32712]",[6],[46744],[15],[1]
47047,0,"[137, 723, 1166, 4218, 4650, 4837, 6678, 6679, 7466]",Cricket 97,"[5757, 5790, 6927, 15851, 22961, 42456, 69163, 70509, 79891]",,"[6, 13]","[189297, 189298]",[14],
122919,0,,Arboretum,,,,,,
155130,1,,OMSI 2: Add-on Bad Hügelsdorf 2020,"[28277, 65827, 87485, 100794, 100806, 101573, 105264, 106008, 112754, 114766]",,,,[13],
36621,0,"[101, 1118, 1473, 2875, 10842, 18019, 18020]",Puzzle Showdown 4K,"[10603, 18011, 24426, 25222, 26223, 55190, 60044, 82953, 87017, 89132]",,"[6, 48]","[83708, 211703]","[4, 9]",
95764,0,,Morse Toad Redux,,,,,,
123017,0,,DTXMania2,"[31496, 82995, 84922, 86707, 86847, 87150, 88903, 110594, 144600, 144940]",,[6],[246905],[7],
93512,0,,Daitoride,,,,,,
122947,0,,Marron Helps a Friend,"[49414, 78632, 96217, 103232, 105049, 106987, 112416, 113402, 115280, 115653]",[124345],"[33, 82]","[238486, 238487]","[12, 31]",
92290,0,,GooseGogs,,,,,,
109156,0,,ORE,,,,,,
129603,0,,Forever Lost In The Never Ending Museum Of Still Life,"[25222, 25646, 26223, 27266, 27725, 51528, 55984, 106992, 109129]",[92626],[82],[188388],"[9, 31, 32]","[31, 43]"
50116,0,"[137, 534, 974, 1148, 3614, 6230, 18893]",Microsoft Space Simulator,"[17130, 17519, 18623, 29173, 31515, 32457, 36269, 36346, 44242, 55590]","[150617, 150618]","[13, 149]","[313575, 313576]",[13],[34]
95104,0,,Octopus Survival Simulator,,,,,,
93924,0,,Cubage,,,,,,
128408,0,,Super Barista,"[23195, 27786, 68458, 87150, 87170, 87728, 90788, 90965, 120268]",[90397],[39],[185323],[33],
181041,0,,Motherland,"[65827, 75948, 94741, 106992, 111043, 113895, 115850, 119788, 120028, 121309]",,[6],[324679],[32],
93192,8,,Prisoner 2,,[149754],"[13, 65, 75]","[312306, 312307, 312308]",[31],
114515,0,,The Love Boat - Second Chances,,,,,,
122951,0,,StarFlyers: Alien Space Chase,,,,,,
122948,0,,The Sly Fox,,,,,,
98960,0,,STAR Scenery Disk: San Francisco Area,,,,,,
93552,0,,Tequila Zombies,,,,,,
85317,0,,Octocopter: Super Sub Squid Escape,,[61308],[41],"[141947, 141948]",,
63227,0,"[151, 296, 3782, 4134]",Warlords: Call to Arms,"[18623, 19404, 23345, 27092, 28182, 35371, 36553, 55036, 77597]",,,,[15],"[1, 22]"
78077,0,"[1026, 1148, 3782]",Metaplace,"[13200, 17613, 29173, 33646, 34823, 36269, 36346, 55036, 55590]",,,,"[13, 15]",
133136,0,,Hex Gambit: Respawned,"[33603, 51577, 55888, 65827, 79134, 107992, 111043, 113837, 115539, 116674]",,,,"[15, 32]",
150166,0,[27825],Mugamuchuu,"[65827, 81275, 106992, 111130, 113895, 150158, 150159, 150160, 150165, 150169]","[136909, 136910]",[6],[247389],[32],
81707,0,,Oh No! Ninjas!,"[65827, 75948, 94741, 106992, 111043, 113895, 115850, 119788, 120028, 121309]",[76952],,,[32],
96969,0,,City Escaper,"[65827, 75948, 94741, 106992, 111043, 113895, 115850, 119788, 120028, 121309]",,,,[32],
156183,0,,Necromancer: Winter,"[17414, 28277, 30871, 75240, 75948, 103301, 106992, 112416, 114145, 115374]",,,,[31],
163830,0,,Need for Drive: Open World Multiplayer Racing,"[25311, 28277, 37419, 79134, 81680, 87975, 107196, 109339, 118871, 120126]",,,,"[10, 13, 14, 31, 32]",
