id,category,keywords,name,similar_games,involved_companies,platforms,release_dates,genres,themes
149094,0,,Three Kingdoms 21,,,[6],[253870],,
158532,0,[3586],Tiger Girl Hill Breaker,"[25311, 27301, 28465, 35994, 37419, 54815, 79134, 96217, 106987, 111130]",,,,"[15, 31, 32]","[1, 42]"
23731,0,"[588, 969, 1283, 1508, 1511, 1758, 2736, 2737, 2738]",Flappy Meatbag,"[19164, 38967, 65503, 87514, 90788, 90965, 112078, 113423, 120268]",[39274],[34],[56294],[33],[27]
90820,0,,Minimonsters Crush,,,,,,
131774,0,[3257],GANZWORKER,"[32902, 37419, 43367, 76263, 102868, 103301, 105049, 105269, 111130, 113895]",[93941],[6],[192239],"[5, 32]",[1]
68915,0,,Missile Defender,"[35995, 100800, 103301, 103302, 107155, 112589, 113895, 115276, 120268]",,,,,[1]
58988,0,,Wizardry: Torawareshi Bourei no Machi,,,,,,
61290,0,,Judas Code,,,,,,
22441,0,,A Land Fit For Heroes,"[25311, 26145, 35994, 96217, 109339, 111253, 113402, 113837, 116992]",,[6],[70154],"[12, 15, 31, 32]",
104104,0,,Family Farm Seaside,,,,,,
79823,0,"[2601, 4134, 4139, 4445]",Heads Up!,"[8977, 18124, 28472, 37112, 50741, 68045, 68397, 77768, 79428]",[117073],"[34, 39]","[225224, 225225]",[26],
67909,0,,RemOOve,"[8367, 74127, 81275, 102420, 108778, 111130, 113895, 120028, 121309]",,[6],[113321],[32],
109735,0,"[1961, 3586]",Fist of love,"[25311, 28465, 35994, 41895, 43097, 51991, 54815, 103232, 109339]",,,,"[12, 13, 14, 15, 31, 32]","[1, 42]"
113768,0,,NEET simulator,"[25311, 26145, 28277, 29348, 37419, 51577, 65827, 81680, 87485, 109339]",,[6],[288486],"[12, 13, 32]",
97522,0,,Puppis & Choler,,,,,,
176314,0,,The Confraternity of Toast 2,"[26565, 27266, 27725, 55282, 81275, 103295, 111130, 116530, 119247, 119308]",,,,[31],"[19, 43]"
97508,0,,Lutte,,,,,,
133620,0,,Beatitas,,,,,,
105784,0,,Candy Legend,,,,,,
155950,0,,Maze Banquet,"[28277, 37419, 55282, 75240, 75948, 87514, 87975, 96217, 106992, 111130]",,,,"[31, 32]",
104442,0,,Convertible Wop,,,,,,
84866,0,,Adventure Party: Cats and Caverns,"[52432, 107326, 114887, 123458, 144150, 144151, 144783, 145788, 165609, 175849]",,[41],[145361],,[40]
92730,0,,Zu Online,,,[6],[305635],,
76005,0,"[1, 3782, 4134, 4259]",Battle Group,"[8422, 17613, 19376, 25472, 36346, 36553, 55036, 58075, 77597]",,,,[15],
104105,0,,Tank Stars,,,,,,
122271,0,"[3039, 4591, 23978, 23979]",Hall of the Art Thieves,"[25222, 25646, 27266, 27792, 28070, 106992, 109129, 110503, 116681]",[84146],[39],[175387],"[9, 32]",[34]
104423,0,,Ztarlings,,,,,,
111604,0,,Gems Kingdom,,,,,,
104666,0,,Knife Flip - Hit Geometry Cube,,,,,,
97627,0,,Pachinko Saiyūki,,,,,,
57536,0,,Dawn Pioneer,,,,,,
73707,0,,Galactic Battle,"[35995, 100800, 103301, 103302, 107155, 112589, 113895, 115276, 120268]",,,,,[1]
70627,0,"[107, 350, 4134, 4158, 4435, 4604, 6505, 16719]",Funky Punch XL,"[17548, 28113, 50636, 61985, 63641, 63643, 64687, 65832, 72605]",,,,[4],[27]
142505,0,[218],Amity x Li,,[117075],[82],[225229],[31],[44]
155948,0,,Bloody Service,"[28277, 37419, 55282, 75240, 75948, 87514, 87975, 96217, 106992, 111130]",,,,"[31, 32]",
155947,0,,DotStrike,"[32902, 37419, 40524, 76263, 96217, 105233, 111130, 113895, 119121, 119493]",,,,[32],[1]
105932,0,,Maths Planets,,,,,,
71003,0,,Ron 13:13^2 The Thickening,,,,,,
78011,0,"[1148, 3782]",Combat Mission Anthology,"[17613, 29173, 31515, 33646, 34823, 36269, 36346, 55036, 55590]",,,,"[13, 15]",
90906,0,,Chalked,,,,,,
176357,0,,Command Ant Conquer,"[11362, 17613, 17886, 55888, 65827, 76340, 77038, 111043, 112754, 119156]",,,,[15],
45784,0,,Cool Boarders Burrrn!,"[14733, 109606, 116343, 116349, 116350, 116351, 116352, 116353, 120795]",,,,[14],
63834,0,[4157],Cosmic Highway,"[27378, 27553, 44178, 55192, 59341, 80382, 107196, 109292, 120268]",[60705],[41],"[138470, 138471]",[10],
176356,0,,Pencil Peril,"[27266, 27725, 28070, 55190, 89597, 104008, 106992, 108778, 110503, 119702]",,,,"[8, 9, 31]",
70864,0,,My Little Pony: Puzzle Party,,,,,,
176352,0,,Winter Falling: Price of Life,"[13196, 26145, 28794, 36258, 102057, 107218, 109339, 117497, 119171, 119598]",,,,"[15, 24]",[21]
176309,0,,Junon.io,"[10776, 26574, 26825, 51577, 69547, 106279, 113360, 117717, 176573, 176851]",,,,,"[21, 33]"
155951,0,,Gravity Field,"[25311, 65827, 75948, 79134, 106992, 109129, 109339, 111253, 113402, 113837]",,,,"[15, 31, 32]",
105947,0,,Space Rage,,,,,,
43891,0,,Rifter,"[28070, 29032, 37419, 68582, 81183, 96217, 105233, 111130, 113895, 115276]",[96650],"[3, 6, 14]","[155772, 155773, 155774]","[8, 32]",[1]
36688,0,"[218, 2396, 3782, 4260]",Sea Search,"[17613, 26574, 27092, 36553, 55036, 77597, 109339, 110737, 113402]",[58197],"[13, 151]","[80830, 128670]","[15, 31]",
97149,0,,Mafia Pinball,,,,,,
94431,0,,Colorix,,,,,,
110994,0,"[1991, 2072, 3140, 8985, 17885, 23345, 23358, 23711]",Spiral Clicker,"[13189, 16309, 25222, 26163, 27301, 28465, 81275, 90825, 111121, 115735]",[89147],[6],[182974],"[2, 32]",[42]
17969,9,,ASA: A Space Adventure - Remastered Edition,"[28277, 37419, 55282, 75240, 75948, 87514, 87975, 96217, 106992, 111130]",[33018],"[3, 6, 14]","[47043, 47044, 47045]","[31, 32]",
85742,0,,Gas Hog,,[111048],[59],[215122],,
85776,0,,J.B. Harold Series #2: Manhattan Requiem - Angels Flying in the Dark,,,,,,
98137,0,,Chuuni Hime no Teikoku,,,,,,
93134,0,,Shadoan,,,,,,
71697,0,"[970, 1025]",Ares Rising,"[38030, 55038, 57187, 68286, 68287, 103281, 103301, 103329, 105269]",,,,[5],"[1, 18]"
92377,0,,Avatar Calendar,,,,,,
97637,0,,White Note,,,,,,
63540,0,"[69, 117, 2361, 2875, 4134, 7303]",Zombie I Scream,"[10141, 10603, 20329, 25222, 54678, 55173, 55190, 56033, 60044]",,,,[9],
86815,0,,Point of No Return,"[8367, 74127, 81275, 102420, 108778, 111130, 113895, 120028, 121309]",,,,[32],
142508,0,[26070],A Blinding Void,,[117089],[82],[225259],[32],
151950,0,[24124],HetaOni,"[25636, 49414, 51213, 55322, 56036, 99118, 102584, 105049, 112191, 112416]","[138083, 138084]",[6],[252367],[12],"[19, 31]"
32815,0,,Discrepant,"[29783, 37419, 68271, 80916, 96217, 103295, 106987, 111130, 113360, 113895]",[51545],[6],"[131963, 285275]","[31, 32]",[1]
85796,0,,Bully Mobile,,,,,,
64219,0,"[358, 846, 994, 1103, 1148, 1158, 1494, 4004, 4134, 4138]",The Flower Shop: Winter in Fairbrook,"[10774, 17111, 17130, 26145, 29173, 31515, 33153, 36346, 55590]",,,,"[13, 31, 34]",
151948,0,"[413, 23475, 24124]",Dingdang Rompers Dating Game,"[19164, 114150, 124676, 135063, 138263, 138280, 150133, 150134, 150182, 150183]",,[6],[252365],[34],[27]
90838,0,,How To Make Slime - DIY Slime Making For Kids,,,,,,
46068,0,,Ballz 3D: The Battle of the Balls,"[2254, 12860, 15430, 75962, 75964, 109277, 112589, 114145, 118748]",,,,[4],
103686,0,,My Smart Dog - Virtual Pocket Puppy,,,,,,
153845,0,,Lovin House,"[28277, 33603, 37419, 44087, 51577, 55888, 65827, 76263, 87975, 116582]",,,,"[13, 32]",
50160,0,,Dig Dogs: Streetbusters,"[1070, 27378, 80382, 103018, 104983, 107196, 109292, 115276, 120268]",,"[6, 13]","[97784, 158698]","[8, 10]",
33064,0,,Nanotris,"[35995, 100800, 103301, 103302, 107155, 112589, 113895, 115276, 120268]",,[6],[77417],,[1]
55160,0,,Club Soccer Director 2018,,,,,,
124756,0,,Danmaku Unlimited,,,,,,
148938,0,,Fallen World,"[28277, 37419, 55282, 75240, 75948, 87514, 87975, 96217, 106992, 111130]",,,,"[31, 32]",
105775,0,,Patch Tarot,,,,,,
176299,0,,Divilethion,"[26870, 69007, 99118, 113636, 113910, 119156, 146570, 165554, 176232, 176293]",,,,[34],[17]
87465,0,[1118],Magic Princess - Girls Makeup & Dressup Salon Game,"[25636, 35737, 49414, 51213, 56036, 94981, 99118, 111287, 112416]",,[39],[148296],[12],
93433,0,,Microsoft Caribbean,,,,,,
94902,0,,Fairytale,,,,,,
128815,0,,Terms and Conditions,,[91155],[82],[186633],,
62718,0,[970],Murnatan,"[13660, 17130, 25311, 28070, 34823, 37419, 55038, 105269, 111130, 113895]",[69369],,,[32],"[1, 18]"
74141,0,,OctorSpace,"[32902, 37419, 40524, 76263, 96217, 105233, 111130, 113895, 119121, 119493]",,,,[32],[1]
178,0,"[19, 36, 276, 1148, 2841, 4225, 7113]",Battlehawks 1942,"[17446, 18623, 19549, 31480, 35371, 78550, 79134, 83728, 106112]",[55486],"[13, 16, 63]","[117539, 117540, 117541]",[13],"[1, 22, 39]"
115622,0,,忆恋-Reverse Momories-,"[25311, 25636, 49414, 51213, 56036, 81680, 87485, 101573, 109339]",,,,"[12, 13]",
93869,0,,Pet Doc,,,,,,
90628,3,"[4357, 16826]",Diablo III: Eternal Collection,"[78632, 80916, 81249, 81680, 96217, 103303, 105049, 105269, 106987, 115280]","[68788, 131578]","[48, 49, 130]","[157067, 157068, 248371, 303402]","[12, 31]","[1, 40]"
86943,0,,Restaurant DASH: Gordon Ramsay,,,,,,
14210,0,,ADI English: 11/12 Years,"[14221, 14222, 14223, 14227, 14245, 14255, 14325, 14782, 119156]",[27478],[16],[39959],,"[34, 35]"
97702,0,,Shoujo Houkai: Oniichan no Catharsis,,,,,,
77553,0,,Frog Fun,,,,,,
72324,0,,Shadows Remain,,,,,,
67490,0,[934],Hot Rods,"[80311, 80554, 80660, 80663, 80690, 80741, 80819, 80843, 81559]",,,,[30],
17687,0,"[426, 544, 669, 1158, 1494, 2049, 4134, 4161, 4183, 4238, 4465, 4582, 4957, 5378, 11021]",Spud's Quest,"[18182, 19150, 20342, 24426, 28070, 36198, 55173, 55190, 56033, 89597]","[43675, 43676]",[6],"[64317, 118049]","[8, 31, 32]",[1]
64632,0,"[3, 732, 970, 1761, 4134, 4155, 5142]",Hideyoshi Shooooooot!,"[17130, 19164, 21564, 27316, 55038, 68286, 96217, 106987, 115278]",,,,,"[1, 17, 18, 22]"
81649,0,,Tank 51,"[29783, 37419, 68271, 80916, 96217, 103295, 106987, 111130, 113360, 113895]",,[6],[287856],"[31, 32]",[1]
165031,0,"[343, 1961, 3586]",Love Stories: Sex and the Furry Titty,"[22426, 22472, 27301, 28465, 41895, 43097, 51991, 67166, 75797, 115735]",,[6],[307010],"[15, 32]",[42]
97763,0,,Siranui: Devilish obscene prison,,,,,,
70940,0,[3782],Hoyle Table Games 2004,"[17613, 17637, 24620, 32510, 36269, 36346, 36553, 55036, 77597]",,,,[15],
65169,0,"[350, 1293, 2875, 4134, 4355, 4577, 4890, 6893, 6955]",Shark Dash,"[8977, 10603, 11367, 20329, 25222, 28113, 55173, 55190, 56033]",,,,[9],[27]
93212,0,,BogOut,,,,,,
72718,0,"[78, 94, 343, 847, 1027]","Sora no Iro, Mizu no Iro","[17906, 22425, 22426, 22482, 41895, 59046, 59048, 59173, 59218]",,,,[31],[42]
91210,0,,Battle Field,,,,,,
4579,0,"[14, 668, 721, 722, 982, 1033, 2387, 4142, 4228, 4310, 5782]",X2: Wolverine's Revenge,"[4755, 19565, 26950, 28309, 36198, 47823, 76253, 80916, 105049, 115283]","[11032, 11033, 11034]","[6, 8, 11, 14, 21, 24]","[10358, 10359, 10360, 10361, 10362, 10363]","[25, 31]",[1]
113472,0,"[353, 843, 3730, 10176, 17564, 23417, 23418]",The Tales of Bingwood: Chapter I - To Save a Princess,"[236, 11367, 19164, 26870, 55984, 96217, 106987, 113360, 115653]",[72484],[6],[162736],"[2, 31]","[17, 27]"
46817,0,,Nekketsu Koukou Dodgeball Bu,"[100800, 103302, 109606, 113149, 113895, 116350, 116352, 116353, 118871, 120268]","[137418, 137419, 137420, 137421, 137422, 137423]","[52, 86, 99, 121]","[93612, 251371, 251374, 251375]",[14],[1]
92172,0,,Vajra 1,,,,,,
176301,0,,Bloodbeard's Revenge,"[78632, 80916, 81249, 81680, 96217, 103303, 105049, 105269, 106987, 115280]",,,,"[12, 31]","[1, 27]"
92909,0,,Holy Umbrella: Dondera no Mubo,,,,,,
91259,0,,Jardinains 2!,,,,,,
65234,0,"[78, 343, 1011, 2601, 4139]",Dakko-chan House,"[22426, 22477, 28472, 59048, 59173, 59218, 68045, 77768, 119656]",,,,[26],[42]
95527,0,,Vuzzl - Create Animated Jigsaw Puzzles,,,,,,
77426,0,[2049],Pinkie,"[1070, 19150, 20342, 55190, 63138, 89597, 96452, 115276, 118313]",,,,[8],[1]
97607,0,,Nestle Close 3,,,,,,
58170,0,[1026],Tricolore Crise,"[57296, 70707, 80598, 82709, 82815, 82832, 82917, 82941, 83403]",,,,,
163892,0,,My Low Poly City,"[65827, 75948, 94741, 106992, 111043, 113895, 115850, 119788, 120028, 121309]",,,,[32],
113113,8,"[114, 695, 2097, 17940, 18614]",Crash Team Racing Nitro-Fueled,"[19164, 54775, 87673, 96217, 105011, 106987, 113360, 119177, 120268, 120287]","[72033, 130631, 130632]","[48, 49, 130]","[161945, 161946, 161947]","[10, 33]","[1, 17, 27, 40]"
122150,0,[168],Rhythm Mage VR,"[28277, 37419, 51577, 65827, 75948, 106992, 111130, 113895, 120028, 121309]",,,,[32],
115186,0,"[101, 621, 1107, 10900, 16876, 22508]",Warzone World,"[28182, 31480, 38967, 77337, 78550, 102868, 113895, 115539, 117417]",[81124],[34],[164943],"[16, 32]",[39]
61149,0,"[1026, 1120, 1202, 3833, 4134, 4148, 5209, 5802]",Sadness & Solitude,"[13189, 18011, 18225, 19817, 25646, 33153, 36198, 54678, 56033]",,,,,[19]
163916,0,,Félix VR,,,,,,
67110,0,[2016],Jazzy Billiards,"[14733, 109606, 114286, 116349, 116350, 116351, 116352, 116353, 120795]",[61079],[159],"[140339, 140340, 140341]",[14],
50526,0,,Rise of Man,,,,,,
107355,0,,Soccer Real Stars '17,,,,,,
114698,0,,Gladiator Bastards,,[73834],,,,
128980,0,,Plunker,"[27266, 28277, 37419, 55282, 75948, 87514, 87975, 96217, 106992, 111130]",,,,"[31, 32]",
79737,0,"[1033, 3782]",The Deep,"[17613, 24620, 32510, 36269, 36346, 36553, 55036, 55590, 77597]",,,,[15],
162314,1,,Train Simulator 2021: NJ TRANSIT ALP-46 Loco,"[28277, 65827, 87485, 100794, 100806, 101573, 105264, 106008, 112754, 114766]",,,,[13],
25636,0,,Nights of Azure 2: Bride of the New Moon,"[28010, 49414, 54775, 57372, 78632, 96217, 105049, 106987, 113109, 115280]","[43670, 95696, 131326, 131327]","[6, 46, 48, 130]","[88204, 88205, 88206, 112913, 112914, 135052, 141808]",[12],[1]
102918,0,,Lovely Fox,"[26950, 37419, 76253, 78632, 87622, 96217, 103301, 105049, 106987, 111130]",,[6],[278477],[31],[1]
98170,0,,Draconius GO: Catch a Dragon!,,,,,,
405,0,"[76, 1026, 3782]",Final Fantasy XI: Treasures of Aht Urhgan,"[7615, 19404, 26574, 27092, 55038, 55199, 96217, 106987, 115653]",[984],"[6, 8, 12]","[3186, 3187, 3188]","[12, 15, 31]",[17]
98893,0,,The Ultimate Trivia Quiz,,,,,,
25619,0,[1148],Park Patrol,"[18623, 31515, 36346, 37419, 44242, 76263, 87728, 112078, 120268]","[41362, 41363, 41364]","[15, 25, 26]","[60041, 60042, 60043]","[13, 33]",[1]
97636,0,,Slave Girl 2,,,,,,
210,0,"[67, 575, 588, 896, 970, 1019, 1033, 1144, 1158, 1293, 1423, 1623, 1637, 3831, 3930, 4134, 4135, 4142, 4144, 4161, 4245, 4283, 4345, 4621, 4698, 4880, 4923, 4924, 4928, 4935, 4936, 5000, 5103, 5116, 5451, 5559, 5672, 5731, 5775, 5801, 6382, 6583, 6655, 7092, 7235, 7593, 8840, 11311, 11549, 12953, 13300, 13301]",Star Wars: The Clone Wars - Republic Heroes,"[1006, 1877, 7230, 7350, 11646, 17447, 18290, 25300, 36198, 55038]","[1175, 8468, 8469]","[5, 6, 8, 9, 12, 20, 38]","[63710, 63711, 63713, 63714, 63715, 63716, 63717, 63718, 63719, 63720, 63721, 63722, 63724, 63725, 63726, 63727, 63728, 63729, 105815, 105816]","[5, 31]","[1, 18]"
87242,0,,Creamy Dream Restaurant,,,,,,
98509,0,[58],Power Pro-Kun Pocket 13,"[14498, 103218, 109606, 113149, 113895, 114285, 116352, 116353, 118871, 120268]",[153397],[20],"[320014, 320015]",[14],[1]
33548,0,,UFO Online: Invasion,"[1447, 35737, 49414, 51213, 56036, 99118, 111287, 112082, 112191, 112416]",,[6],[78158],[12],
120750,0,,Away From Earth: Titan 2,"[28277, 37419, 55282, 75948, 81275, 106992, 108778, 109129, 111130]",,,,"[31, 32]",
76323,0,,The adventure of Kroos,"[25311, 37419, 78632, 80916, 81680, 96217, 105049, 105269, 106987, 111130]",,[6],[129859],"[12, 31, 32]",[1]
39881,0,[4158],Rapid Hero,"[27270, 43367, 103281, 103292, 103298, 103301, 105049, 106805, 113114]",,[52],[90879],[5],
65269,0,"[296, 1026, 4134, 7402]",ASH II: Shadows,"[7615, 19404, 28309, 29348, 30245, 36198, 55092, 55199, 57296]",,,,,
64727,0,"[1027, 4134, 4517]",Mystery Chronicles: Murder Among Friends,"[13189, 25222, 28309, 35994, 51945, 56033, 65203, 65503, 75240]",,,,[31],
112118,0,,Tome of the Sun,,,,,,
90959,0,,Disc Pop,,,,,,
73239,0,,Jellyboom,"[35995, 100800, 103301, 103302, 107155, 112589, 113895, 115276, 120268]",,,,,[1]
65193,0,"[296, 900]",Storybricks,"[16391, 17350, 19698, 23651, 35450, 54775, 59427, 64061, 68393]",,,,[12],
165025,0,"[343, 1961, 3586]",Love Stories: Furry Shades of Gay,"[22426, 22472, 27301, 28465, 41895, 43097, 51991, 67166, 75797, 115735]",,[6],[305428],"[15, 32]",[42]
790,0,"[175, 226, 227, 260, 296, 332, 415, 478, 594, 952, 970, 1026, 1065, 1069, 1186, 1345, 1371, 1528, 1638, 1735, 1986, 2154, 2337, 2561, 3037, 3221, 4082, 4130, 4161, 4248, 4249, 4257, 4272, 4285, 4287, 4288, 4330, 4363, 4390, 4392, 4394, 4404, 4407, 4412, 4419, 4428, 4468, 4507, 4533, 4540, 4543, 4548, 4593, 4613, 4619, 4759, 4787, 4823, 4826, 4829, 4832, 4850, 4852, 4858, 4863, 4866, 4878, 4943, 4979, 5095, 5098, 5146, 5310, 5320, 5406, 5648, 5718, 5794, 5818, 5820, 5935, 5967, 6304, 6510, 6511, 6541, 6704, 7081, 7396, 7463, 7509, 7619, 9104, 9556, 9560, 9628, 9651, 10254, 11311, 13585, 14582, 15339, 28395]",Might and Magic VI: The Mandate of Heaven,"[6, 660, 1593, 2365, 7740, 8747, 9834, 9938, 10388, 14394]","[1771, 1772]",[6],[22249],"[12, 16]","[1, 17, 18]"
79635,0,,Tokyo Bus Guide 2,,,,,,
97869,0,,Pro Mahjong Tsuwamono 2,,,,,,
97329,0,,Steeldom,,,,,,
92349,0,,CarneyVale Showtime,,,,,,
97382,0,,Comic Days H,,,,,,
180957,0,"[409, 1147, 24124, 27216, 28577]",Pokémon Prisme,"[37382, 55038, 55199, 81249, 96217, 101608, 103303, 106987, 115653, 119171]",,[6],[324510],"[12, 31]",[17]
93953,0,,Operation Creature Feature,,,,,,
67053,0,[900],Project T,"[19567, 23651, 26900, 49414, 57372, 59427, 64061, 68393, 79255]",,,,[12],
97539,0,,Big-breast Angel Flleytea,,,,,,
92176,0,,Doraemon: Taiketsu Himitsu Dougu!!,,,,,,
176286,0,,Pebbles? Wenches?,"[17613, 31515, 33603, 36258, 51577, 55888, 65827, 76340, 79134, 112754]",,,,"[9, 13, 15]",
176283,0,,Lanky Larry,"[115276, 176376, 176395, 176444, 176447, 176471, 176538, 176567, 176594, 176675]",,,,[8],
139506,0,"[60, 92, 974, 1628, 2181, 3782, 4445, 5538, 5588, 7041, 9248, 17510, 20217, 23798, 25231, 26320, 26321, 26322, 26323, 26324, 26327, 26328]",Galaxy Life Reborn,"[5589, 9789, 13200, 20776, 24620, 25311, 26574, 27092, 114795]",[110088],"[6, 34, 82]","[213508, 213522, 213655]","[11, 15]","[1, 18, 35]"
139173,0,,Noch,"[29783, 37419, 68271, 80916, 96217, 103295, 106987, 111130, 113360, 113895]",[109224],[6],[241680],"[31, 32]",[1]
92296,0,,Go! Go! Hitchhike,,,,,,
97516,0,,Kunoichi Ninpocho,,,,,,
91563,0,,CompuChess,,,,,,
27156,0,"[78, 117, 166, 226, 296, 911, 1313, 2564, 3347, 3486, 4246, 5029, 5722, 7193, 8928, 10998, 10999, 11000]",Touhou Kaeizuka: Phantasmagoria of Flower View,"[19164, 23733, 27155, 27162, 27166, 27167, 36198, 45963, 45964, 45966]",[99382],[6],[130513],[5],"[1, 17]"
109929,0,,GLOBE,,,,,,
100785,0,,Glory of Thrones: War of Conquest,"[11362, 15152, 36258, 53189, 86558, 111150, 112754, 114758, 114939]",,,,[15],
87299,0,,MiniBikers: The game of mini racing motorbikes,,,,,,
39849,0,,War of Aero,,,[52],[87778],,
102546,0,,Simple Sighmon,,,,,,
116514,0,,Brood,"[27266, 28277, 37419, 55282, 75948, 87514, 87975, 96217, 106992, 111130]",,,,"[31, 32]",
28375,0,,LoveKami -Useless Goddess-,"[28129, 28277, 37419, 79134, 81680, 87975, 101573, 103232, 107215, 109339]",,"[6, 130]","[132260, 293347]","[13, 31]",
155965,0,,Ricky did nothing wrong,"[28277, 37419, 55282, 75240, 75948, 87514, 87975, 96217, 106992, 111130]",,,,"[31, 32]",
56286,0,,SCREAMY SKI,,,,,,
110919,0,,A Game About,"[65827, 75948, 94741, 106992, 111043, 113895, 115850, 119788, 120028, 121309]",,,,[32],
164987,0,,Gun Duel,"[25636, 100800, 103298, 103301, 103302, 106805, 112589, 113895, 115276, 120268]",,,,,[1]
94340,0,,Chart Attack,,,,,,
62744,0,"[78, 296, 900, 6030]",Heva Clonia Online,"[16391, 19567, 19698, 23651, 26900, 57372, 59427, 64061, 68393]",,,,[12],
68654,0,,B A S E M E N T,"[65827, 75948, 94741, 106992, 111043, 113895, 115850, 119788, 120028, 121309]",,[6],"[114470, 284929]",[32],
34688,0,"[1025, 4439]",Jeeboman,"[32902, 38030, 43367, 76263, 102868, 103292, 105049, 105269, 111130, 113895]",,[6],[79992],"[5, 32]",[1]
118658,0,,Road To Rage,"[8367, 74127, 81275, 102420, 108778, 111130, 113895, 120028, 121309]",,,,[32],
97374,0,,Lovelove Boin: High-handed Girl's Boobs,,,,,,[42]
90967,0,,Connie Animal Pairs,,,,,,
68033,0,[343],Crystal Fantasy,"[22426, 22470, 22477, 22483, 77745, 77884, 89937, 113283, 117665]",,,,,[42]
32929,0,"[23, 2230]",Mars Odyssey,"[13200, 17130, 25311, 28277, 34823, 37419, 51577, 55888, 65827, 79134]","[67236, 126657, 126658]","[6, 48]","[77059, 241018, 241019]","[13, 32]",[18]
7623,0,[1027],Nancy Drew: Treasure in the Royal Tower,"[13189, 25222, 28309, 60931, 68859, 74055, 74772, 74800, 76185, 112416]",[120351],[6],[35701],[31],
105108,0,,Blood Money,"[80916, 81680, 96217, 105269, 106987, 106992, 109339, 112416, 112604, 113402]",[69729],"[3, 6, 14]","[288132, 288133, 288134]","[12, 31, 32]",
115739,0,"[2619, 3586]",Honey Select Party,"[28465, 43130, 75900, 115734, 115735, 115740, 115741, 117665, 119656]",,,,[13],[42]
104721,0,[915],Train Conductor,"[27898, 65827, 87485, 98269, 101573, 105264, 105877, 106008, 109578, 112754]",[70249],[39],"[158965, 317307]",[13],
65492,0,[2875],WordJong Arcade,"[10603, 19222, 25222, 26223, 41349, 60044, 82953, 87507, 95776]",[61790],[159],[144903],[9],
55829,0,,Door Slammers 2,,,,,,
106307,0,[27061],Kamen Rider: Climax Scramble,,[117069],[130],[225222],[4],
98324,0,,Hidden Object: Wonderland,,,,,,
39854,0,,Tetris The Grand Master 2,"[10603, 19222, 41349, 86974, 87507, 88511, 89132, 90788, 95776]",,,,[9],
95076,0,"[367, 1095]",Oddmar,"[26950, 28070, 37419, 68582, 96217, 103301, 105049, 111130, 115276, 118313]","[73183, 129340, 129343]","[34, 39, 130]","[151666, 163683, 189283]","[8, 31]",[1]
1044,0,"[901, 5542, 6460, 9399, 13106]",SiN Episodes,"[55038, 90099, 103276, 103281, 103301, 103329, 105049, 105269, 113362]","[95213, 95214]",[6],[192313],[5],"[1, 18]"
163908,0,,Astrovity,"[25311, 65827, 75948, 79134, 106992, 109129, 109339, 111253, 113402, 113837]",,,,"[15, 31, 32]",
65599,0,[4973],The Dark Meadow,"[9367, 15561, 16741, 52820, 65173, 65405, 66518, 66873, 77967]",,,,,
104408,0,,Euro Truck Driver 2018,,,,,,
93819,0,,Kids Alphabet Games,,,,,,
77845,0,"[78, 167, 897, 1448, 3539, 4141, 4525, 25367]",Soukou Kihei Votoms: Uoodo-Kummen Hen,,[59193],[7],[131508],[5],"[1, 39]"
96894,0,,Don't Grind,,[86620],,,,
36686,0,[2391],Judge Dredd,"[55038, 103276, 103281, 103301, 103329, 105049, 105269, 113362, 120268]","[49725, 49726]","[15, 26]","[80825, 80826]","[5, 33]","[1, 18]"
68019,0,,Shin Sangoku Musou 4 Special,,,,,,
105178,0,,Whirlygig,"[65827, 75948, 94741, 106992, 111043, 113895, 115850, 119788, 120028, 121309]",,[6],[286077],[32],
101582,0,,DogHotel,,,,,,
19200,0,,Defender Chronicles,,,,,,
149783,0,,Drift Long Racing,"[28277, 37419, 51577, 55888, 65827, 107196, 116136, 117855, 118871, 120126]",,[6],[284916],"[10, 13, 14, 32]",
88964,0,,CUBE SNAP,"[19222, 36258, 41349, 53189, 79134, 86558, 87507, 95776, 111150]",,[39],[150027],"[9, 15]",
101810,0,,Enchanted Heroes,,,,,,
107971,0,[2127],ABC Paint,"[1331, 18198, 22917]",,[6],[162848],,
115516,0,,DooM in the Dark,"[25311, 28277, 37419, 76263, 79134, 81680, 87975, 96217, 106987, 111130]",,,,"[13, 31, 32]",[1]
92004,0,,Mathe für Zwerge 1,,,,,,
120503,0,,Scrap,"[1070, 4097, 5411, 12228, 94873, 96452, 108155, 115276, 118313]","[81418, 81419, 81420]","[34, 39, 130]","[172399, 172400, 172401]",[8],
68537,0,[4158],Patterns Of Light,"[68522, 79410, 79429, 79509, 79574, 79775, 80166, 80170, 80234]",,,,,
120856,0,,巫师超凡者 Legend of the wizard,"[25311, 26145, 35994, 37419, 65827, 79134, 81680, 103232, 109339, 113402]",,,,"[12, 13, 15, 31, 32]",
61548,0,[350],The Impossible Quiz 2,"[60, 18357, 19164, 33509, 35283, 57116, 61160, 61865, 63641]",,[82],[233364],,[27]
102177,0,,安全教育,"[17414, 28277, 30871, 75240, 75948, 103301, 106992, 112416, 114145, 115374]",,[6],[286194],[31],
114897,0,,Fear Simulator,"[25311, 28277, 37419, 65827, 75948, 79134, 81680, 87975, 106992, 109339]",,,,"[13, 31, 32]",
